joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6315, sent_torque: -0.046203, measured_torque: -0.042407
joint id: 6, measured_angle: 0.060082, target_angle: 0.064226, newest_measurement_index: 5928, sent_torque: 0.020514, measured_torque: 0.023875
joint id: 7, measured_angle: 0.023154, target_angle: 0.056957, newest_measurement_index: 5992, sent_torque: 0.200226, measured_torque: 0.196807
joint id: 8, measured_angle: -0.004727, target_angle: -0.029479, newest_measurement_index: 5992, sent_torque: -0.069400, measured_torque: -0.071423
joint id: 0, measured_angle: 0.027827, target_angle: 0.079854, newest_measurement_index: 6189, sent_torque: 0.154587, measured_torque: 0.106323
joint id: 1, measured_angle: -0.012782, target_angle: 0.034642, newest_measurement_index: 6227, sent_torque: 0.138711, measured_torque: 0.120777
joint id: 2, measured_angle: -0.067966, target_angle: -0.059822, newest_measurement_index: 6227, sent_torque: 0.043553, measured_torque: -0.044952
joint id: 3, measured_angle: 0.021496, target_angle: 0.045243, newest_measurement_index: 6238, sent_torque: 0.064855, measured_torque: 0.068697
joint id: 4, measured_angle: 0.004061, target_angle: 0.046045, newest_measurement_index: 6316, sent_torque: 0.121296, measured_torque: 0.121396
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6316, sent_torque: -0.044936, measured_torque: -0.048146
joint id: 6, measured_angle: 0.060082, target_angle: 0.064526, newest_measurement_index: 5929, sent_torque: 0.023963, measured_torque: 0.021251
joint id: 7, measured_angle: 0.023398, target_angle: 0.057257, newest_measurement_index: 5993, sent_torque: 0.200464, measured_torque: 0.193333
joint id: 8, measured_angle: -0.004936, target_angle: -0.029779, newest_measurement_index: 5993, sent_torque: -0.070134, measured_torque: -0.074855
joint id: 0, measured_angle: 0.027966, target_angle: 0.080154, newest_measurement_index: 6191, sent_torque: 0.154968, measured_torque: 0.113617
joint id: 1, measured_angle: -0.012782, target_angle: 0.034942, newest_measurement_index: 6227, sent_torque: 0.138186, measured_torque: 0.120777
joint id: 2, measured_angle: -0.067966, target_angle: -0.060122, newest_measurement_index: 6227, sent_torque: 0.045630, measured_torque: -0.044952
joint id: 3, measured_angle: 0.021880, target_angle: 0.045543, newest_measurement_index: 6239, sent_torque: 0.065591, measured_torque: 0.064828
joint id: 4, measured_angle: 0.004375, target_angle: 0.046345, newest_measurement_index: 6317, sent_torque: 0.121484, measured_torque: 0.117338
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6317, sent_torque: -0.046147, measured_torque: -0.042459
joint id: 6, measured_angle: 0.059978, target_angle: 0.064826, newest_measurement_index: 5930, sent_torque: 0.026634, measured_torque: 0.025980
joint id: 7, measured_angle: 0.023712, target_angle: 0.057557, newest_measurement_index: 5994, sent_torque: 0.199002, measured_torque: 0.198959
joint id: 8, measured_angle: -0.005075, target_angle: -0.030079, newest_measurement_index: 5994, sent_torque: -0.071577, measured_torque: -0.070672
joint id: 0, measured_angle: 0.028001, target_angle: 0.080454, newest_measurement_index: 6192, sent_torque: 0.155439, measured_torque: 0.115209
joint id: 1, measured_angle: -0.012189, target_angle: 0.035242, newest_measurement_index: 6229, sent_torque: 0.139086, measured_torque: 0.125138
joint id: 2, measured_angle: -0.070651, target_angle: -0.060422, newest_measurement_index: 6229, sent_torque: 0.044730, measured_torque: -0.087846
joint id: 3, measured_angle: 0.022194, target_angle: 0.045843, newest_measurement_index: 6240, sent_torque: 0.065623, measured_torque: 0.067056
joint id: 4, measured_angle: 0.004723, target_angle: 0.046645, newest_measurement_index: 6318, sent_torque: 0.120944, measured_torque: 0.116129
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6318, sent_torque: -0.045991, measured_torque: -0.049390
joint id: 6, measured_angle: 0.059734, target_angle: 0.065126, newest_measurement_index: 5931, sent_torque: 0.031264, measured_torque: 0.028858
joint id: 7, measured_angle: 0.024165, target_angle: 0.057857, newest_measurement_index: 5995, sent_torque: 0.197965, measured_torque: 0.206383
joint id: 8, measured_angle: -0.005145, target_angle: -0.030379, newest_measurement_index: 5995, sent_torque: -0.072629, measured_torque: -0.075608
joint id: 0, measured_angle: 0.028071, target_angle: 0.080754, newest_measurement_index: 6193, sent_torque: 0.156970, measured_torque: 0.105964
joint id: 1, measured_angle: -0.011910, target_angle: 0.035542, newest_measurement_index: 6230, sent_torque: 0.138553, measured_torque: 0.119620
joint id: 2, measured_angle: -0.071907, target_angle: -0.060722, newest_measurement_index: 6230, sent_torque: 0.052019, measured_torque: -0.058116
joint id: 3, measured_angle: 0.022438, target_angle: 0.046143, newest_measurement_index: 6241, sent_torque: 0.065950, measured_torque: 0.064878
joint id: 4, measured_angle: 0.005107, target_angle: 0.046945, newest_measurement_index: 6319, sent_torque: 0.120543, measured_torque: 0.116059
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6319, sent_torque: -0.046098, measured_torque: -0.043835
joint id: 6, measured_angle: 0.059455, target_angle: 0.065426, newest_measurement_index: 5932, sent_torque: 0.036076, measured_torque: 0.031164
joint id: 7, measured_angle: 0.024723, target_angle: 0.058157, newest_measurement_index: 5996, sent_torque: 0.195056, measured_torque: 0.194902
joint id: 8, measured_angle: -0.005180, target_angle: -0.030679, newest_measurement_index: 5996, sent_torque: -0.074846, measured_torque: -0.067329
joint id: 0, measured_angle: 0.028071, target_angle: 0.081054, newest_measurement_index: 6193, sent_torque: 0.156998, measured_torque: 0.105964
joint id: 1, measured_angle: -0.011317, target_angle: 0.035842, newest_measurement_index: 6232, sent_torque: 0.138141, measured_torque: 0.131321
joint id: 2, measured_angle: -0.074278, target_angle: -0.061022, newest_measurement_index: 6232, sent_torque: 0.052430, measured_torque: -0.060186
joint id: 3, measured_angle: 0.022612, target_angle: 0.046443, newest_measurement_index: 6242, sent_torque: 0.067228, measured_torque: 0.073951
joint id: 4, measured_angle: 0.005525, target_angle: 0.047245, newest_measurement_index: 6320, sent_torque: 0.119630, measured_torque: 0.119951
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6320, sent_torque: -0.046103, measured_torque: -0.045422
joint id: 6, measured_angle: 0.059176, target_angle: 0.065726, newest_measurement_index: 5933, sent_torque: 0.040234, measured_torque: 0.036077
joint id: 7, measured_angle: 0.025386, target_angle: 0.058457, newest_measurement_index: 5997, sent_torque: 0.192403, measured_torque: 0.187959
joint id: 8, measured_angle: -0.005145, target_angle: -0.030979, newest_measurement_index: 5997, sent_torque: -0.076242, measured_torque: -0.079679
joint id: 0, measured_angle: 0.028106, target_angle: 0.081354, newest_measurement_index: 6194, sent_torque: 0.157898, measured_torque: 0.107425
joint id: 1, measured_angle: -0.011038, target_angle: 0.036142, newest_measurement_index: 6233, sent_torque: 0.136786, measured_torque: 0.130513
joint id: 2, measured_angle: -0.075463, target_angle: -0.061322, newest_measurement_index: 6233, sent_torque: 0.058279, measured_torque: -0.057169
joint id: 3, measured_angle: 0.022786, target_angle: 0.046743, newest_measurement_index: 6243, sent_torque: 0.068762, measured_torque: 0.068892
joint id: 4, measured_angle: 0.006014, target_angle: 0.047545, newest_measurement_index: 6321, sent_torque: 0.118386, measured_torque: 0.116048
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6321, sent_torque: -0.046104, measured_torque: -0.047857
joint id: 6, measured_angle: 0.058862, target_angle: 0.066026, newest_measurement_index: 5934, sent_torque: 0.043589, measured_torque: 0.037962
joint id: 7, measured_angle: 0.026153, target_angle: 0.058757, newest_measurement_index: 5998, sent_torque: 0.188216, measured_torque: 0.185011
joint id: 8, measured_angle: -0.005040, target_angle: -0.031279, newest_measurement_index: 5998, sent_torque: -0.078643, measured_torque: -0.075543
joint id: 0, measured_angle: 0.028210, target_angle: 0.081654, newest_measurement_index: 6196, sent_torque: 0.159374, measured_torque: 0.110409
joint id: 1, measured_angle: -0.011038, target_angle: 0.036442, newest_measurement_index: 6233, sent_torque: 0.136883, measured_torque: 0.130513
joint id: 2, measured_angle: -0.075463, target_angle: -0.061622, newest_measurement_index: 6233, sent_torque: 0.060620, measured_torque: -0.057169
joint id: 3, measured_angle: 0.022891, target_angle: 0.047043, newest_measurement_index: 6244, sent_torque: 0.069784, measured_torque: 0.069863
joint id: 4, measured_angle: 0.006537, target_angle: 0.047845, newest_measurement_index: 6322, sent_torque: 0.117454, measured_torque: 0.118647
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6322, sent_torque: -0.046104, measured_torque: -0.041084
joint id: 6, measured_angle: 0.058653, target_angle: 0.066326, newest_measurement_index: 5935, sent_torque: 0.047496, measured_torque: 0.032063
joint id: 7, measured_angle: 0.027060, target_angle: 0.059057, newest_measurement_index: 5999, sent_torque: 0.183959, measured_torque: 0.182618
joint id: 8, measured_angle: -0.004936, target_angle: -0.031579, newest_measurement_index: 5999, sent_torque: -0.080247, measured_torque: -0.076195
joint id: 0, measured_angle: 0.028245, target_angle: 0.081954, newest_measurement_index: 6197, sent_torque: 0.160147, measured_torque: 0.115927
joint id: 1, measured_angle: -0.010794, target_angle: 0.036742, newest_measurement_index: 6234, sent_torque: 0.137783, measured_torque: 0.134533
joint id: 2, measured_angle: -0.076579, target_angle: -0.061922, newest_measurement_index: 6234, sent_torque: 0.059720, measured_torque: -0.047060
joint id: 3, measured_angle: 0.022961, target_angle: 0.047343, newest_measurement_index: 6245, sent_torque: 0.070977, measured_torque: 0.070231
joint id: 4, measured_angle: 0.007129, target_angle: 0.048145, newest_measurement_index: 6323, sent_torque: 0.116269, measured_torque: 0.118664
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6323, sent_torque: -0.046423, measured_torque: -0.051024
joint id: 6, measured_angle: 0.058478, target_angle: 0.066626, newest_measurement_index: 5936, sent_torque: 0.049261, measured_torque: 0.041534
joint id: 7, measured_angle: 0.028106, target_angle: 0.059357, newest_measurement_index: 6000, sent_torque: 0.177939, measured_torque: 0.181290
joint id: 8, measured_angle: -0.004866, target_angle: -0.031879, newest_measurement_index: 6000, sent_torque: -0.081525, measured_torque: -0.077620
joint id: 0, measured_angle: 0.028280, target_angle: 0.082254, newest_measurement_index: 6198, sent_torque: 0.160424, measured_torque: 0.117812
joint id: 1, measured_angle: -0.010515, target_angle: 0.037042, newest_measurement_index: 6235, sent_torque: 0.139099, measured_torque: 0.152602
joint id: 2, measured_angle: -0.077660, target_angle: -0.062222, newest_measurement_index: 6235, sent_torque: 0.061187, measured_torque: -0.043771
joint id: 3, measured_angle: 0.022996, target_angle: 0.047643, newest_measurement_index: 6246, sent_torque: 0.072507, measured_torque: 0.069001
joint id: 4, measured_angle: 0.007757, target_angle: 0.048445, newest_measurement_index: 6324, sent_torque: 0.114017, measured_torque: 0.112880
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6324, sent_torque: -0.047476, measured_torque: -0.049798
joint id: 6, measured_angle: 0.058374, target_angle: 0.066926, newest_measurement_index: 5937, sent_torque: 0.050828, measured_torque: 0.036907
joint id: 7, measured_angle: 0.029257, target_angle: 0.059657, newest_measurement_index: 6001, sent_torque: 0.171475, measured_torque: 0.180757
joint id: 8, measured_angle: -0.004796, target_angle: -0.032179, newest_measurement_index: 6001, sent_torque: -0.082286, measured_torque: -0.082464
joint id: 0, measured_angle: 0.028280, target_angle: 0.082554, newest_measurement_index: 6198, sent_torque: 0.161430, measured_torque: 0.117812
joint id: 1, measured_angle: -0.010306, target_angle: 0.037342, newest_measurement_index: 6236, sent_torque: 0.138324, measured_torque: 0.124057
joint id: 2, measured_angle: -0.078637, target_angle: -0.062522, newest_measurement_index: 6236, sent_torque: 0.062738, measured_torque: -0.042343
joint id: 3, measured_angle: 0.023031, target_angle: 0.047943, newest_measurement_index: 6247, sent_torque: 0.073798, measured_torque: 0.075844
joint id: 4, measured_angle: 0.008420, target_angle: 0.048745, newest_measurement_index: 6325, sent_torque: 0.113103, measured_torque: 0.112448
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6325, sent_torque: -0.046369, measured_torque: -0.049707
joint id: 6, measured_angle: 0.058374, target_angle: 0.067226, newest_measurement_index: 5938, sent_torque: 0.053256, measured_torque: 0.048590
joint id: 7, measured_angle: 0.030512, target_angle: 0.059957, newest_measurement_index: 6002, sent_torque: 0.164941, measured_torque: 0.175212
joint id: 8, measured_angle: -0.004761, target_angle: -0.032479, newest_measurement_index: 6002, sent_torque: -0.082950, measured_torque: -0.081087
joint id: 0, measured_angle: 0.028385, target_angle: 0.082854, newest_measurement_index: 6200, sent_torque: 0.162330, measured_torque: 0.119060
joint id: 1, measured_angle: -0.010306, target_angle: 0.037642, newest_measurement_index: 6236, sent_torque: 0.139731, measured_torque: 0.124057
joint id: 2, measured_angle: -0.078637, target_angle: -0.062822, newest_measurement_index: 6236, sent_torque: 0.062998, measured_torque: -0.042343
joint id: 3, measured_angle: 0.023031, target_angle: 0.048243, newest_measurement_index: 6248, sent_torque: 0.074610, measured_torque: 0.073322
joint id: 4, measured_angle: 0.009082, target_angle: 0.049045, newest_measurement_index: 6326, sent_torque: 0.111481, measured_torque: 0.119482
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6326, sent_torque: -0.046316, measured_torque: -0.045838
joint id: 6, measured_angle: 0.058408, target_angle: 0.067526, newest_measurement_index: 5939, sent_torque: 0.053178, measured_torque: 0.049917
joint id: 7, measured_angle: 0.031732, target_angle: 0.060257, newest_measurement_index: 6003, sent_torque: 0.158023, measured_torque: 0.166660
joint id: 8, measured_angle: -0.004761, target_angle: -0.032779, newest_measurement_index: 6003, sent_torque: -0.083406, measured_torque: -0.075563
joint id: 0, measured_angle: 0.028420, target_angle: 0.083154, newest_measurement_index: 6201, sent_torque: 0.161995, measured_torque: 0.126617
joint id: 1, measured_angle: -0.010062, target_angle: 0.037942, newest_measurement_index: 6237, sent_torque: 0.140631, measured_torque: 0.130680
joint id: 2, measured_angle: -0.079508, target_angle: -0.063122, newest_measurement_index: 6237, sent_torque: 0.062098, measured_torque: -0.045706
joint id: 3, measured_angle: 0.023031, target_angle: 0.048543, newest_measurement_index: 6249, sent_torque: 0.075632, measured_torque: 0.072989
joint id: 4, measured_angle: 0.009640, target_angle: 0.049345, newest_measurement_index: 6327, sent_torque: 0.110055, measured_torque: 0.116436
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6327, sent_torque: -0.046313, measured_torque: -0.039150
joint id: 6, measured_angle: 0.058478, target_angle: 0.067826, newest_measurement_index: 5940, sent_torque: 0.053962, measured_torque: 0.058046
joint id: 7, measured_angle: 0.032813, target_angle: 0.060557, newest_measurement_index: 6004, sent_torque: 0.153740, measured_torque: 0.166761
joint id: 8, measured_angle: -0.004796, target_angle: -0.033079, newest_measurement_index: 6004, sent_torque: -0.084066, measured_torque: -0.081109
joint id: 0, measured_angle: 0.028420, target_angle: 0.083454, newest_measurement_index: 6201, sent_torque: 0.163820, measured_torque: 0.126617
joint id: 1, measured_angle: -0.009574, target_angle: 0.038242, newest_measurement_index: 6238, sent_torque: 0.140526, measured_torque: 0.123692
joint id: 2, measured_angle: -0.080868, target_angle: -0.063422, newest_measurement_index: 6238, sent_torque: 0.062812, measured_torque: -0.034168
joint id: 3, measured_angle: 0.022996, target_angle: 0.048843, newest_measurement_index: 6250, sent_torque: 0.076537, measured_torque: 0.080466
joint id: 4, measured_angle: 0.010094, target_angle: 0.049645, newest_measurement_index: 6328, sent_torque: 0.111196, measured_torque: 0.119156
joint id: 5, measured_angle: -0.000697, target_angle: -0.016065, newest_measurement_index: 6328, sent_torque: -0.046313, measured_torque: -0.050020
joint id: 6, measured_angle: 0.058618, target_angle: 0.068126, newest_measurement_index: 5941, sent_torque: 0.055135, measured_torque: 0.054675
joint id: 7, measured_angle: 0.033720, target_angle: 0.060857, newest_measurement_index: 6005, sent_torque: 0.150906, measured_torque: 0.162712
joint id: 8, measured_angle: -0.004866, target_angle: -0.033379, newest_measurement_index: 6005, sent_torque: -0.084177, measured_torque: -0.083142
joint id: 0, measured_angle: 0.028559, target_angle: 0.083754, newest_measurement_index: 6203, sent_torque: 0.164720, measured_torque: 0.112546
joint id: 1, measured_angle: -0.009574, target_angle: 0.038542, newest_measurement_index: 6238, sent_torque: 0.139656, measured_torque: 0.123692
joint id: 2, measured_angle: -0.080868, target_angle: -0.063722, newest_measurement_index: 6238, sent_torque: 0.061654, measured_torque: -0.034168
joint id: 3, measured_angle: 0.022961, target_angle: 0.049143, newest_measurement_index: 6251, sent_torque: 0.077780, measured_torque: 0.075327
joint id: 4, measured_angle: 0.010442, target_angle: 0.049945, newest_measurement_index: 6329, sent_torque: 0.112281, measured_torque: 0.114308
joint id: 5, measured_angle: -0.000732, target_angle: -0.016065, newest_measurement_index: 6329, sent_torque: -0.045322, measured_torque: -0.038078
joint id: 6, measured_angle: 0.058722, target_angle: 0.068426, newest_measurement_index: 5942, sent_torque: 0.055294, measured_torque: 0.051406
joint id: 7, measured_angle: 0.034452, target_angle: 0.061157, newest_measurement_index: 6006, sent_torque: 0.149989, measured_torque: 0.159679
joint id: 8, measured_angle: -0.004936, target_angle: -0.033679, newest_measurement_index: 6006, sent_torque: -0.084369, measured_torque: -0.085220
joint id: 0, measured_angle: 0.028664, target_angle: 0.084054, newest_measurement_index: 6204, sent_torque: 0.164781, measured_torque: 0.117364
joint id: 1, measured_angle: -0.009120, target_angle: 0.038842, newest_measurement_index: 6240, sent_torque: 0.140556, measured_torque: 0.131065
joint id: 2, measured_angle: -0.081810, target_angle: -0.064022, newest_measurement_index: 6240, sent_torque: 0.060754, measured_torque: -0.032775
joint id: 3, measured_angle: 0.022926, target_angle: 0.049443, newest_measurement_index: 6252, sent_torque: 0.078792, measured_torque: 0.071885
joint id: 4, measured_angle: 0.010617, target_angle: 0.050245, newest_measurement_index: 6330, sent_torque: 0.113238, measured_torque: 0.116765
joint id: 5, measured_angle: -0.000767, target_angle: -0.016065, newest_measurement_index: 6330, sent_torque: -0.045092, measured_torque: -0.043718
joint id: 6, measured_angle: 0.058827, target_angle: 0.068726, newest_measurement_index: 5943, sent_torque: 0.056758, measured_torque: 0.056109
joint id: 7, measured_angle: 0.035010, target_angle: 0.061457, newest_measurement_index: 6007, sent_torque: 0.149566, measured_torque: 0.161646
joint id: 8, measured_angle: -0.005040, target_angle: -0.033979, newest_measurement_index: 6007, sent_torque: -0.085005, measured_torque: -0.083166
joint id: 0, measured_angle: 0.028664, target_angle: 0.084354, newest_measurement_index: 6204, sent_torque: 0.164807, measured_torque: 0.117364
joint id: 1, measured_angle: -0.008702, target_angle: 0.039142, newest_measurement_index: 6242, sent_torque: 0.140966, measured_torque: 0.125541
joint id: 2, measured_angle: -0.082298, target_angle: -0.064322, newest_measurement_index: 6242, sent_torque: 0.061254, measured_torque: -0.027696
joint id: 3, measured_angle: 0.022891, target_angle: 0.049743, newest_measurement_index: 6253, sent_torque: 0.079797, measured_torque: 0.077042
joint id: 4, measured_angle: 0.010721, target_angle: 0.050545, newest_measurement_index: 6331, sent_torque: 0.116294, measured_torque: 0.119396
joint id: 5, measured_angle: -0.000767, target_angle: -0.016065, newest_measurement_index: 6331, sent_torque: -0.045027, measured_torque: -0.047398
joint id: 6, measured_angle: 0.058862, target_angle: 0.069026, newest_measurement_index: 5944, sent_torque: 0.057645, measured_torque: 0.053213
joint id: 7, measured_angle: 0.035464, target_angle: 0.061757, newest_measurement_index: 6008, sent_torque: 0.150736, measured_torque: 0.162469
joint id: 8, measured_angle: -0.005145, target_angle: -0.034279, newest_measurement_index: 6008, sent_torque: -0.085031, measured_torque: -0.081649
joint id: 0, measured_angle: 0.028838, target_angle: 0.084654, newest_measurement_index: 6206, sent_torque: 0.165707, measured_torque: 0.132031
joint id: 1, measured_angle: -0.008702, target_angle: 0.039442, newest_measurement_index: 6242, sent_torque: 0.140447, measured_torque: 0.125541
joint id: 2, measured_angle: -0.082298, target_angle: -0.064622, newest_measurement_index: 6242, sent_torque: 0.056735, measured_torque: -0.027696
joint id: 3, measured_angle: 0.022891, target_angle: 0.050043, newest_measurement_index: 6254, sent_torque: 0.081845, measured_torque: 0.081651
joint id: 4, measured_angle: 0.010791, target_angle: 0.050845, newest_measurement_index: 6332, sent_torque: 0.118403, measured_torque: 0.109582
joint id: 5, measured_angle: -0.000767, target_angle: -0.016065, newest_measurement_index: 6332, sent_torque: -0.045853, measured_torque: -0.042735
joint id: 6, measured_angle: 0.058862, target_angle: 0.069326, newest_measurement_index: 5945, sent_torque: 0.060689, measured_torque: 0.056211
joint id: 7, measured_angle: 0.035847, target_angle: 0.062057, newest_measurement_index: 6009, sent_torque: 0.151018, measured_torque: 0.156238
joint id: 8, measured_angle: -0.005215, target_angle: -0.034579, newest_measurement_index: 6009, sent_torque: -0.085903, measured_torque: -0.083889
joint id: 0, measured_angle: 0.028943, target_angle: 0.084954, newest_measurement_index: 6207, sent_torque: 0.165668, measured_torque: 0.124663
joint id: 1, measured_angle: -0.008493, target_angle: 0.039742, newest_measurement_index: 6243, sent_torque: 0.141347, measured_torque: 0.130940
joint id: 2, measured_angle: -0.082368, target_angle: -0.064922, newest_measurement_index: 6243, sent_torque: 0.055835, measured_torque: -0.020774
joint id: 3, measured_angle: 0.022891, target_angle: 0.050343, newest_measurement_index: 6255, sent_torque: 0.081500, measured_torque: 0.086101
joint id: 4, measured_angle: 0.010861, target_angle: 0.051145, newest_measurement_index: 6333, sent_torque: 0.119571, measured_torque: 0.123454
joint id: 5, measured_angle: -0.000767, target_angle: -0.016065, newest_measurement_index: 6333, sent_torque: -0.045892, measured_torque: -0.045371
joint id: 6, measured_angle: 0.058862, target_angle: 0.069626, newest_measurement_index: 5946, sent_torque: 0.062777, measured_torque: 0.056842
joint id: 7, measured_angle: 0.036231, target_angle: 0.062357, newest_measurement_index: 6010, sent_torque: 0.151476, measured_torque: 0.153659
joint id: 8, measured_angle: -0.005284, target_angle: -0.034879, newest_measurement_index: 6010, sent_torque: -0.086522, measured_torque: -0.086884
joint id: 0, measured_angle: 0.028943, target_angle: 0.085254, newest_measurement_index: 6207, sent_torque: 0.166601, measured_torque: 0.124663
joint id: 1, measured_angle: -0.008318, target_angle: 0.040042, newest_measurement_index: 6244, sent_torque: 0.141255, measured_torque: 0.127866
joint id: 2, measured_angle: -0.082333, target_angle: -0.065222, newest_measurement_index: 6244, sent_torque: 0.053047, measured_torque: -0.019351
joint id: 3, measured_angle: 0.022996, target_angle: 0.050643, newest_measurement_index: 6257, sent_torque: 0.082357, measured_torque: 0.070801
joint id: 4, measured_angle: 0.010965, target_angle: 0.051445, newest_measurement_index: 6334, sent_torque: 0.120057, measured_torque: 0.115956
joint id: 5, measured_angle: -0.000732, target_angle: -0.016065, newest_measurement_index: 6334, sent_torque: -0.045894, measured_torque: -0.044031
joint id: 6, measured_angle: 0.058757, target_angle: 0.069926, newest_measurement_index: 5947, sent_torque: 0.064587, measured_torque: 0.055777
joint id: 7, measured_angle: 0.037068, target_angle: 0.062657, newest_measurement_index: 6012, sent_torque: 0.151024, measured_torque: 0.156276
joint id: 8, measured_angle: -0.005354, target_angle: -0.035179, newest_measurement_index: 6012, sent_torque: -0.087341, measured_torque: -0.105447
joint id: 0, measured_angle: 0.029222, target_angle: 0.085554, newest_measurement_index: 6209, sent_torque: 0.167501, measured_torque: 0.123518
joint id: 1, measured_angle: -0.008318, target_angle: 0.040342, newest_measurement_index: 6244, sent_torque: 0.142356, measured_torque: 0.127866
joint id: 2, measured_angle: -0.082333, target_angle: -0.065522, newest_measurement_index: 6244, sent_torque: 0.048261, measured_torque: -0.019351
joint id: 3, measured_angle: 0.023065, target_angle: 0.050943, newest_measurement_index: 6258, sent_torque: 0.082288, measured_torque: 0.079952
joint id: 4, measured_angle: 0.011174, target_angle: 0.051745, newest_measurement_index: 6335, sent_torque: 0.120041, measured_torque: 0.115956
joint id: 5, measured_angle: -0.000663, target_angle: -0.016065, newest_measurement_index: 6335, sent_torque: -0.046419, measured_torque: -0.044031
joint id: 6, measured_angle: 0.058618, target_angle: 0.070226, newest_measurement_index: 5948, sent_torque: 0.068884, measured_torque: 0.054977
joint id: 7, measured_angle: 0.037068, target_angle: 0.062957, newest_measurement_index: 6012, sent_torque: 0.146414, measured_torque: 0.147515
joint id: 8, measured_angle: -0.005354, target_angle: -0.035479, newest_measurement_index: 6012, sent_torque: -0.089348, measured_torque: -0.087867
joint id: 0, measured_angle: 0.029222, target_angle: 0.085854, newest_measurement_index: 6209, sent_torque: 0.167186, measured_torque: 0.123518
joint id: 1, measured_angle: -0.007760, target_angle: 0.040642, newest_measurement_index: 6246, sent_torque: 0.143256, measured_torque: 0.138823
joint id: 2, measured_angle: -0.081391, target_angle: -0.065822, newest_measurement_index: 6246, sent_torque: 0.047361, measured_torque: -0.013362
joint id: 3, measured_angle: 0.023170, target_angle: 0.051243, newest_measurement_index: 6259, sent_torque: 0.082159, measured_torque: 0.076665
joint id: 4, measured_angle: 0.011419, target_angle: 0.052045, newest_measurement_index: 6336, sent_torque: 0.118391, measured_torque: 0.110199
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6336, sent_torque: -0.047535, measured_torque: -0.044121
joint id: 6, measured_angle: 0.058443, target_angle: 0.070526, newest_measurement_index: 5949, sent_torque: 0.072011, measured_torque: 0.064219
joint id: 7, measured_angle: 0.037591, target_angle: 0.063257, newest_measurement_index: 6013, sent_torque: 0.148214, measured_torque: 0.147515
joint id: 8, measured_angle: -0.005389, target_angle: -0.035779, newest_measurement_index: 6013, sent_torque: -0.090248, measured_torque: -0.087867
joint id: 0, measured_angle: 0.029361, target_angle: 0.086154, newest_measurement_index: 6210, sent_torque: 0.168086, measured_torque: 0.127620
joint id: 1, measured_angle: -0.007760, target_angle: 0.040942, newest_measurement_index: 6246, sent_torque: 0.142583, measured_torque: 0.138823
joint id: 2, measured_angle: -0.081391, target_angle: -0.066122, newest_measurement_index: 6246, sent_torque: 0.040013, measured_torque: -0.013362
joint id: 3, measured_angle: 0.023275, target_angle: 0.051543, newest_measurement_index: 6260, sent_torque: 0.083344, measured_torque: 0.074756
joint id: 4, measured_angle: 0.011732, target_angle: 0.052345, newest_measurement_index: 6337, sent_torque: 0.117886, measured_torque: 0.120548
joint id: 5, measured_angle: -0.000593, target_angle: -0.016065, newest_measurement_index: 6337, sent_torque: -0.046797, measured_torque: -0.037734
joint id: 6, measured_angle: 0.058269, target_angle: 0.070826, newest_measurement_index: 5950, sent_torque: 0.075105, measured_torque: 0.077487
joint id: 7, measured_angle: 0.038253, target_angle: 0.063557, newest_measurement_index: 6014, sent_torque: 0.146111, measured_torque: 0.144524
joint id: 8, measured_angle: -0.005389, target_angle: -0.036079, newest_measurement_index: 6014, sent_torque: -0.091055, measured_torque: -0.091383
joint id: 0, measured_angle: 0.029361, target_angle: 0.086454, newest_measurement_index: 6210, sent_torque: 0.167776, measured_torque: 0.127620
joint id: 1, measured_angle: -0.007586, target_angle: 0.041242, newest_measurement_index: 6247, sent_torque: 0.143483, measured_torque: 0.138276
joint id: 2, measured_angle: -0.080868, target_angle: -0.066422, newest_measurement_index: 6247, sent_torque: 0.039113, measured_torque: -0.010272
joint id: 3, measured_angle: 0.023379, target_angle: 0.051843, newest_measurement_index: 6261, sent_torque: 0.082905, measured_torque: 0.084388
joint id: 4, measured_angle: 0.012116, target_angle: 0.052645, newest_measurement_index: 6338, sent_torque: 0.116771, measured_torque: 0.108724
