joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 5, measured_angle: -0.043677, target_angle: -0.076155, newest_measurement_index: 11641, sent_torque: -0.095545, measured_torque: -0.092179
joint id: 6, measured_angle: -0.058894, target_angle: 0.014697, newest_measurement_index: 11132, sent_torque: 0.324000, measured_torque: 0.006803
joint id: 7, measured_angle: -0.040434, target_angle: 0.032878, newest_measurement_index: 11198, sent_torque: 0.324000, measured_torque: 0.007026
joint id: 8, measured_angle: -0.000228, target_angle: -0.074098, newest_measurement_index: 11198, sent_torque: -0.220709, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.073384, newest_measurement_index: 11388, sent_torque: 0.221400, measured_torque: -0.001345
joint id: 1, measured_angle: 0.107200, target_angle: 0.181335, newest_measurement_index: 11442, sent_torque: 0.221505, measured_torque: 0.001757
joint id: 2, measured_angle: -0.003471, target_angle: -0.077362, newest_measurement_index: 11442, sent_torque: -0.220874, measured_torque: 0.004617
joint id: 3, measured_angle: 0.042542, target_angle: 0.072128, newest_measurement_index: 11548, sent_torque: 0.086246, measured_torque: 0.083820
joint id: 4, measured_angle: -0.065246, target_angle: -0.033235, newest_measurement_index: 11642, sent_torque: 0.095229, measured_torque: 0.092751
joint id: 5, measured_angle: -0.043747, target_angle: -0.076455, newest_measurement_index: 11642, sent_torque: -0.096238, measured_torque: -0.093464
joint id: 6, measured_angle: -0.058894, target_angle: 0.014997, newest_measurement_index: 11133, sent_torque: 0.324000, measured_torque: 0.001145
joint id: 7, measured_angle: -0.040434, target_angle: 0.033178, newest_measurement_index: 11198, sent_torque: 0.324000, measured_torque: 0.007026
joint id: 8, measured_angle: -0.000228, target_angle: -0.074398, newest_measurement_index: 11198, sent_torque: -0.221609, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.073684, newest_measurement_index: 11388, sent_torque: 0.222300, measured_torque: -0.001345
joint id: 1, measured_angle: 0.107200, target_angle: 0.181635, newest_measurement_index: 11443, sent_torque: 0.222405, measured_torque: 0.004884
joint id: 2, measured_angle: -0.003471, target_angle: -0.077662, newest_measurement_index: 11443, sent_torque: -0.221633, measured_torque: -0.002823
joint id: 3, measured_angle: 0.042717, target_angle: 0.072428, newest_measurement_index: 11549, sent_torque: 0.087103, measured_torque: 0.087142
joint id: 4, measured_angle: -0.065211, target_angle: -0.032935, newest_measurement_index: 11643, sent_torque: 0.096161, measured_torque: 0.092960
joint id: 5, measured_angle: -0.043817, target_angle: -0.076755, newest_measurement_index: 11643, sent_torque: -0.096449, measured_torque: -0.098531
joint id: 6, measured_angle: -0.058894, target_angle: 0.015297, newest_measurement_index: 11134, sent_torque: 0.324000, measured_torque: 0.009402
joint id: 7, measured_angle: -0.040434, target_angle: 0.033478, newest_measurement_index: 11200, sent_torque: 0.324000, measured_torque: 0.001241
joint id: 8, measured_angle: -0.000228, target_angle: -0.074698, newest_measurement_index: 11200, sent_torque: -0.222509, measured_torque: 0.008069
joint id: 0, measured_angle: -0.000716, target_angle: 0.073984, newest_measurement_index: 11389, sent_torque: 0.223200, measured_torque: 0.008063
joint id: 1, measured_angle: 0.107200, target_angle: 0.181935, newest_measurement_index: 11443, sent_torque: 0.223305, measured_torque: 0.004884
joint id: 2, measured_angle: -0.003471, target_angle: -0.077962, newest_measurement_index: 11443, sent_torque: -0.222570, measured_torque: -0.002823
joint id: 3, measured_angle: 0.042891, target_angle: 0.072728, newest_measurement_index: 11550, sent_torque: 0.086825, measured_torque: 0.085801
joint id: 4, measured_angle: -0.065142, target_angle: -0.032635, newest_measurement_index: 11644, sent_torque: 0.095918, measured_torque: 0.088385
joint id: 5, measured_angle: -0.043921, target_angle: -0.077055, newest_measurement_index: 11644, sent_torque: -0.097611, measured_torque: -0.096725
joint id: 6, measured_angle: -0.058894, target_angle: 0.015597, newest_measurement_index: 11135, sent_torque: 0.324000, measured_torque: -0.000964
joint id: 7, measured_angle: -0.040434, target_angle: 0.033778, newest_measurement_index: 11201, sent_torque: 0.324000, measured_torque: 0.000893
joint id: 8, measured_angle: -0.000228, target_angle: -0.074998, newest_measurement_index: 11201, sent_torque: -0.223409, measured_torque: 0.005510
joint id: 0, measured_angle: -0.000716, target_angle: 0.074284, newest_measurement_index: 11389, sent_torque: 0.224100, measured_torque: 0.008063
joint id: 1, measured_angle: 0.107200, target_angle: 0.182235, newest_measurement_index: 11446, sent_torque: 0.224205, measured_torque: -0.001135
joint id: 2, measured_angle: -0.003506, target_angle: -0.078262, newest_measurement_index: 11446, sent_torque: -0.223470, measured_torque: 0.003268
joint id: 3, measured_angle: 0.043100, target_angle: 0.073028, newest_measurement_index: 11551, sent_torque: 0.086907, measured_torque: 0.093932
joint id: 4, measured_angle: -0.065072, target_angle: -0.032335, newest_measurement_index: 11645, sent_torque: 0.096664, measured_torque: 0.096067
joint id: 5, measured_angle: -0.044026, target_angle: -0.077355, newest_measurement_index: 11645, sent_torque: -0.097450, measured_torque: -0.099393
joint id: 6, measured_angle: -0.058894, target_angle: 0.015897, newest_measurement_index: 11136, sent_torque: 0.324000, measured_torque: -0.000964
joint id: 7, measured_angle: -0.040434, target_angle: 0.034078, newest_measurement_index: 11201, sent_torque: 0.324000, measured_torque: 0.006563
joint id: 8, measured_angle: -0.000228, target_angle: -0.075298, newest_measurement_index: 11201, sent_torque: -0.224309, measured_torque: 0.004531
joint id: 0, measured_angle: -0.000716, target_angle: 0.074584, newest_measurement_index: 11390, sent_torque: 0.225000, measured_torque: -0.000897
joint id: 1, measured_angle: 0.107200, target_angle: 0.182535, newest_measurement_index: 11446, sent_torque: 0.225105, measured_torque: -0.001135
joint id: 2, measured_angle: -0.003506, target_angle: -0.078562, newest_measurement_index: 11446, sent_torque: -0.224268, measured_torque: 0.003268
joint id: 3, measured_angle: 0.043344, target_angle: 0.073328, newest_measurement_index: 11552, sent_torque: 0.086283, measured_torque: 0.089035
joint id: 4, measured_angle: -0.065002, target_angle: -0.032035, newest_measurement_index: 11646, sent_torque: 0.097592, measured_torque: 0.098351
joint id: 5, measured_angle: -0.044165, target_angle: -0.077655, newest_measurement_index: 11646, sent_torque: -0.098106, measured_torque: -0.096279
joint id: 6, measured_angle: -0.058894, target_angle: 0.016197, newest_measurement_index: 11137, sent_torque: 0.324000, measured_torque: 0.000446
joint id: 7, measured_angle: -0.040434, target_angle: 0.034378, newest_measurement_index: 11203, sent_torque: 0.324000, measured_torque: 0.003161
joint id: 8, measured_angle: -0.000228, target_angle: -0.075598, newest_measurement_index: 11203, sent_torque: -0.225209, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.074884, newest_measurement_index: 11392, sent_torque: 0.225900, measured_torque: -0.000785
joint id: 1, measured_angle: 0.107200, target_angle: 0.182835, newest_measurement_index: 11447, sent_torque: 0.226005, measured_torque: -0.004771
joint id: 2, measured_angle: -0.003506, target_angle: -0.078862, newest_measurement_index: 11447, sent_torque: -0.225168, measured_torque: -0.005279
joint id: 3, measured_angle: 0.043623, target_angle: 0.073628, newest_measurement_index: 11553, sent_torque: 0.086021, measured_torque: 0.085642
joint id: 4, measured_angle: -0.064967, target_angle: -0.031735, newest_measurement_index: 11647, sent_torque: 0.098326, measured_torque: 0.095222
joint id: 5, measured_angle: -0.044305, target_angle: -0.077955, newest_measurement_index: 11647, sent_torque: -0.098429, measured_torque: -0.095938
joint id: 6, measured_angle: -0.058894, target_angle: 0.016497, newest_measurement_index: 11138, sent_torque: 0.324000, measured_torque: 0.000446
joint id: 7, measured_angle: -0.040434, target_angle: 0.034678, newest_measurement_index: 11203, sent_torque: 0.324000, measured_torque: 0.000894
joint id: 8, measured_angle: -0.000228, target_angle: -0.075898, newest_measurement_index: 11203, sent_torque: -0.226109, measured_torque: 0.005596
joint id: 0, measured_angle: -0.000716, target_angle: 0.075184, newest_measurement_index: 11392, sent_torque: 0.226800, measured_torque: -0.000785
joint id: 1, measured_angle: 0.107200, target_angle: 0.183135, newest_measurement_index: 11449, sent_torque: 0.226905, measured_torque: 0.004011
joint id: 2, measured_angle: -0.003471, target_angle: -0.079162, newest_measurement_index: 11449, sent_torque: -0.226067, measured_torque: 0.005966
joint id: 3, measured_angle: 0.044286, target_angle: 0.073928, newest_measurement_index: 11555, sent_torque: 0.085250, measured_torque: 0.088525
joint id: 4, measured_angle: -0.064932, target_angle: -0.031435, newest_measurement_index: 11648, sent_torque: 0.099555, measured_torque: 0.087532
joint id: 5, measured_angle: -0.044444, target_angle: -0.078255, newest_measurement_index: 11648, sent_torque: -0.098676, measured_torque: -0.091492
joint id: 6, measured_angle: -0.058894, target_angle: 0.016797, newest_measurement_index: 11139, sent_torque: 0.324000, measured_torque: 0.006663
joint id: 7, measured_angle: -0.040434, target_angle: 0.034978, newest_measurement_index: 11204, sent_torque: 0.324000, measured_torque: 0.000894
joint id: 8, measured_angle: -0.000228, target_angle: -0.076198, newest_measurement_index: 11204, sent_torque: -0.227009, measured_torque: 0.005596
joint id: 0, measured_angle: -0.000716, target_angle: 0.075484, newest_measurement_index: 11394, sent_torque: 0.227700, measured_torque: 0.002735
joint id: 1, measured_angle: 0.107200, target_angle: 0.183435, newest_measurement_index: 11449, sent_torque: 0.227805, measured_torque: 0.004011
joint id: 2, measured_angle: -0.003471, target_angle: -0.079462, newest_measurement_index: 11449, sent_torque: -0.227896, measured_torque: 0.005966
joint id: 3, measured_angle: 0.044286, target_angle: 0.074228, newest_measurement_index: 11555, sent_torque: 0.083800, measured_torque: 0.078536
joint id: 4, measured_angle: -0.064932, target_angle: -0.031135, newest_measurement_index: 11649, sent_torque: 0.100317, measured_torque: 0.092019
joint id: 5, measured_angle: -0.044619, target_angle: -0.078555, newest_measurement_index: 11649, sent_torque: -0.099083, measured_torque: -0.091492
joint id: 6, measured_angle: -0.058894, target_angle: 0.017097, newest_measurement_index: 11140, sent_torque: 0.324000, measured_torque: 0.004274
joint id: 7, measured_angle: -0.040434, target_angle: 0.035278, newest_measurement_index: 11205, sent_torque: 0.324000, measured_torque: 0.002375
joint id: 8, measured_angle: -0.000228, target_angle: -0.076498, newest_measurement_index: 11205, sent_torque: -0.227909, measured_torque: 0.005510
joint id: 0, measured_angle: -0.000716, target_angle: 0.075784, newest_measurement_index: 11394, sent_torque: 0.228600, measured_torque: 0.002735
joint id: 1, measured_angle: 0.107200, target_angle: 0.183735, newest_measurement_index: 11451, sent_torque: 0.228705, measured_torque: 0.001012
joint id: 2, measured_angle: -0.003436, target_angle: -0.079762, newest_measurement_index: 11451, sent_torque: -0.228796, measured_torque: 0.005677
joint id: 3, measured_angle: 0.044704, target_angle: 0.074528, newest_measurement_index: 11556, sent_torque: 0.084600, measured_torque: 0.079179
joint id: 4, measured_angle: -0.064932, target_angle: -0.030835, newest_measurement_index: 11650, sent_torque: 0.101386, measured_torque: 0.094723
joint id: 5, measured_angle: -0.044828, target_angle: -0.078855, newest_measurement_index: 11650, sent_torque: -0.098976, measured_torque: -0.097116
joint id: 6, measured_angle: -0.058894, target_angle: 0.017397, newest_measurement_index: 11141, sent_torque: 0.324000, measured_torque: -0.003703
joint id: 7, measured_angle: -0.040434, target_angle: 0.035578, newest_measurement_index: 11206, sent_torque: 0.324000, measured_torque: 0.001357
joint id: 8, measured_angle: -0.000228, target_angle: -0.076798, newest_measurement_index: 11206, sent_torque: -0.228809, measured_torque: 0.004187
joint id: 0, measured_angle: -0.000716, target_angle: 0.076084, newest_measurement_index: 11396, sent_torque: 0.229500, measured_torque: 0.006144
joint id: 1, measured_angle: 0.107200, target_angle: 0.184035, newest_measurement_index: 11451, sent_torque: 0.229605, measured_torque: 0.001012
joint id: 2, measured_angle: -0.003436, target_angle: -0.080062, newest_measurement_index: 11451, sent_torque: -0.230132, measured_torque: 0.005677
joint id: 3, measured_angle: 0.045192, target_angle: 0.074828, newest_measurement_index: 11557, sent_torque: 0.083467, measured_torque: 0.086986
joint id: 4, measured_angle: -0.064967, target_angle: -0.030535, newest_measurement_index: 11651, sent_torque: 0.102291, measured_torque: 0.096075
joint id: 5, measured_angle: -0.045037, target_angle: -0.079155, newest_measurement_index: 11651, sent_torque: -0.098787, measured_torque: -0.096288
joint id: 6, measured_angle: -0.058859, target_angle: 0.017697, newest_measurement_index: 11142, sent_torque: 0.324000, measured_torque: 0.001146
joint id: 7, measured_angle: -0.040434, target_angle: 0.035878, newest_measurement_index: 11207, sent_torque: 0.324000, measured_torque: 0.004527
joint id: 8, measured_angle: -0.000228, target_angle: -0.077098, newest_measurement_index: 11207, sent_torque: -0.229709, measured_torque: 0.000735
joint id: 0, measured_angle: -0.000716, target_angle: 0.076384, newest_measurement_index: 11396, sent_torque: 0.230400, measured_torque: 0.006144
joint id: 1, measured_angle: 0.107200, target_angle: 0.184335, newest_measurement_index: 11453, sent_torque: 0.230505, measured_torque: -0.005898
joint id: 2, measured_angle: -0.003436, target_angle: -0.080362, newest_measurement_index: 11453, sent_torque: -0.231032, measured_torque: -0.003064
joint id: 3, measured_angle: 0.045750, target_angle: 0.075128, newest_measurement_index: 11558, sent_torque: 0.081577, measured_torque: 0.081809
joint id: 4, measured_angle: -0.065002, target_angle: -0.030235, newest_measurement_index: 11652, sent_torque: 0.103466, measured_torque: 0.098688
joint id: 5, measured_angle: -0.045316, target_angle: -0.079455, newest_measurement_index: 11652, sent_torque: -0.098797, measured_torque: -0.099898
joint id: 6, measured_angle: -0.058859, target_angle: 0.017997, newest_measurement_index: 11143, sent_torque: 0.324000, measured_torque: 0.001745
joint id: 7, measured_angle: -0.040434, target_angle: 0.036178, newest_measurement_index: 11208, sent_torque: 0.324000, measured_torque: 0.011446
joint id: 8, measured_angle: -0.000228, target_angle: -0.077398, newest_measurement_index: 11208, sent_torque: -0.230609, measured_torque: 0.005854
joint id: 0, measured_angle: -0.000716, target_angle: 0.076684, newest_measurement_index: 11398, sent_torque: 0.231300, measured_torque: -0.002705
joint id: 1, measured_angle: 0.107200, target_angle: 0.184635, newest_measurement_index: 11453, sent_torque: 0.231405, measured_torque: -0.005898
joint id: 2, measured_angle: -0.003436, target_angle: -0.080662, newest_measurement_index: 11453, sent_torque: -0.230780, measured_torque: -0.003064
joint id: 3, measured_angle: 0.046343, target_angle: 0.075428, newest_measurement_index: 11559, sent_torque: 0.079924, measured_torque: 0.087285
joint id: 4, measured_angle: -0.065037, target_angle: -0.029935, newest_measurement_index: 11653, sent_torque: 0.104773, measured_torque: 0.106027
joint id: 5, measured_angle: -0.045665, target_angle: -0.079755, newest_measurement_index: 11653, sent_torque: -0.098111, measured_torque: -0.091410
joint id: 6, measured_angle: -0.058824, target_angle: 0.018297, newest_measurement_index: 11144, sent_torque: 0.324000, measured_torque: 0.003184
joint id: 7, measured_angle: -0.040434, target_angle: 0.036478, newest_measurement_index: 11209, sent_torque: 0.324000, measured_torque: 0.003161
joint id: 8, measured_angle: -0.000228, target_angle: -0.077698, newest_measurement_index: 11209, sent_torque: -0.231509, measured_torque: 0.004617
joint id: 0, measured_angle: -0.000716, target_angle: 0.076984, newest_measurement_index: 11398, sent_torque: 0.232200, measured_torque: -0.002705
joint id: 1, measured_angle: 0.107200, target_angle: 0.184935, newest_measurement_index: 11455, sent_torque: 0.232305, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003401, target_angle: -0.080962, newest_measurement_index: 11455, sent_torque: -0.231680, measured_torque: -0.001715
joint id: 3, measured_angle: 0.046971, target_angle: 0.075728, newest_measurement_index: 11560, sent_torque: 0.078207, measured_torque: 0.081465
joint id: 4, measured_angle: -0.065072, target_angle: -0.029635, newest_measurement_index: 11654, sent_torque: 0.105975, measured_torque: 0.100634
joint id: 5, measured_angle: -0.046048, target_angle: -0.080055, newest_measurement_index: 11654, sent_torque: -0.096430, measured_torque: -0.091763
joint id: 6, measured_angle: -0.058824, target_angle: 0.018597, newest_measurement_index: 11145, sent_torque: 0.324000, measured_torque: 0.002025
joint id: 7, measured_angle: -0.040434, target_angle: 0.036778, newest_measurement_index: 11210, sent_torque: 0.324000, measured_torque: -0.002276
joint id: 8, measured_angle: -0.000228, target_angle: -0.077998, newest_measurement_index: 11210, sent_torque: -0.232409, measured_torque: 0.007005
joint id: 0, measured_angle: -0.000716, target_angle: 0.077284, newest_measurement_index: 11400, sent_torque: 0.233100, measured_torque: -0.007473
joint id: 1, measured_angle: 0.107200, target_angle: 0.185235, newest_measurement_index: 11455, sent_torque: 0.233205, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003401, target_angle: -0.081262, newest_measurement_index: 11455, sent_torque: -0.232702, measured_torque: -0.001715
joint id: 3, measured_angle: 0.047633, target_angle: 0.076028, newest_measurement_index: 11561, sent_torque: 0.076777, measured_torque: 0.080568
joint id: 4, measured_angle: -0.065107, target_angle: -0.029335, newest_measurement_index: 11655, sent_torque: 0.107248, measured_torque: 0.103864
joint id: 5, measured_angle: -0.046502, target_angle: -0.080355, newest_measurement_index: 11655, sent_torque: -0.095517, measured_torque: -0.099574
joint id: 6, measured_angle: -0.058824, target_angle: 0.018897, newest_measurement_index: 11146, sent_torque: 0.324000, measured_torque: -0.001523
joint id: 7, measured_angle: -0.040434, target_angle: 0.037078, newest_measurement_index: 11211, sent_torque: 0.324000, measured_torque: -0.000240
joint id: 8, measured_angle: -0.000228, target_angle: -0.078298, newest_measurement_index: 11211, sent_torque: -0.233309, measured_torque: 0.006747
joint id: 0, measured_angle: -0.000716, target_angle: 0.077584, newest_measurement_index: 11400, sent_torque: 0.234000, measured_torque: -0.007473
joint id: 1, measured_angle: 0.107200, target_angle: 0.185535, newest_measurement_index: 11457, sent_torque: 0.234105, measured_torque: 0.001757
joint id: 2, measured_angle: -0.003401, target_angle: -0.081562, newest_measurement_index: 11457, sent_torque: -0.233602, measured_torque: 0.007916
joint id: 3, measured_angle: 0.048261, target_angle: 0.076328, newest_measurement_index: 11562, sent_torque: 0.075708, measured_torque: 0.079393
joint id: 4, measured_angle: -0.065107, target_angle: -0.029035, newest_measurement_index: 11656, sent_torque: 0.108628, measured_torque: 0.103859
joint id: 5, measured_angle: -0.047095, target_angle: -0.080655, newest_measurement_index: 11656, sent_torque: -0.094155, measured_torque: -0.097594
joint id: 6, measured_angle: -0.058824, target_angle: 0.019197, newest_measurement_index: 11147, sent_torque: 0.324000, measured_torque: 0.002975
joint id: 7, measured_angle: -0.040434, target_angle: 0.037378, newest_measurement_index: 11213, sent_torque: 0.324000, measured_torque: 0.004411
joint id: 8, measured_angle: -0.000228, target_angle: -0.078598, newest_measurement_index: 11213, sent_torque: -0.234209, measured_torque: 0.006833
joint id: 0, measured_angle: -0.000716, target_angle: 0.077884, newest_measurement_index: 11401, sent_torque: 0.234900, measured_torque: -0.005554
joint id: 1, measured_angle: 0.107200, target_angle: 0.185835, newest_measurement_index: 11457, sent_torque: 0.235005, measured_torque: 0.001757
joint id: 2, measured_angle: -0.003401, target_angle: -0.081862, newest_measurement_index: 11457, sent_torque: -0.234482, measured_torque: 0.007916
joint id: 3, measured_angle: 0.048784, target_angle: 0.076628, newest_measurement_index: 11563, sent_torque: 0.074860, measured_torque: 0.078695
joint id: 4, measured_angle: -0.065142, target_angle: -0.028735, newest_measurement_index: 11657, sent_torque: 0.108260, measured_torque: 0.107096
joint id: 5, measured_angle: -0.047722, target_angle: -0.080955, newest_measurement_index: 11657, sent_torque: -0.091624, measured_torque: -0.089647
joint id: 6, measured_angle: -0.058789, target_angle: 0.019497, newest_measurement_index: 11149, sent_torque: 0.324000, measured_torque: 0.007822
joint id: 7, measured_angle: -0.040434, target_angle: 0.037678, newest_measurement_index: 11214, sent_torque: 0.324000, measured_torque: 0.011562
joint id: 8, measured_angle: -0.000228, target_angle: -0.078898, newest_measurement_index: 11214, sent_torque: -0.235109, measured_torque: 0.008069
joint id: 0, measured_angle: -0.000716, target_angle: 0.078184, newest_measurement_index: 11403, sent_torque: 0.235800, measured_torque: -0.000561
joint id: 1, measured_angle: 0.107200, target_angle: 0.186135, newest_measurement_index: 11459, sent_torque: 0.235905, measured_torque: 0.003629
joint id: 2, measured_angle: -0.003401, target_angle: -0.082162, newest_measurement_index: 11459, sent_torque: -0.235382, measured_torque: 0.005460
joint id: 3, measured_angle: 0.049203, target_angle: 0.076928, newest_measurement_index: 11564, sent_torque: 0.075496, measured_torque: 0.082759
joint id: 4, measured_angle: -0.065142, target_angle: -0.028435, newest_measurement_index: 11658, sent_torque: 0.109391, measured_torque: 0.110469
joint id: 5, measured_angle: -0.048420, target_angle: -0.081255, newest_measurement_index: 11658, sent_torque: -0.089631, measured_torque: -0.087888
joint id: 6, measured_angle: -0.058789, target_angle: 0.019797, newest_measurement_index: 11149, sent_torque: 0.324000, measured_torque: 0.007822
joint id: 7, measured_angle: -0.040434, target_angle: 0.037978, newest_measurement_index: 11215, sent_torque: 0.324000, measured_torque: 0.004295
joint id: 8, measured_angle: -0.000228, target_angle: -0.079198, newest_measurement_index: 11215, sent_torque: -0.236009, measured_torque: 0.006919
joint id: 0, measured_angle: -0.000716, target_angle: 0.078484, newest_measurement_index: 11403, sent_torque: 0.236700, measured_torque: -0.000561
joint id: 1, measured_angle: 0.107200, target_angle: 0.186435, newest_measurement_index: 11460, sent_torque: 0.236805, measured_torque: -0.008535
joint id: 2, measured_angle: -0.003401, target_angle: -0.082462, newest_measurement_index: 11460, sent_torque: -0.236282, measured_torque: 0.002667
joint id: 3, measured_angle: 0.049656, target_angle: 0.077228, newest_measurement_index: 11566, sent_torque: 0.077395, measured_torque: 0.086667
joint id: 4, measured_angle: -0.065107, target_angle: -0.028135, newest_measurement_index: 11659, sent_torque: 0.110125, measured_torque: 0.102513
joint id: 5, measured_angle: -0.049187, target_angle: -0.081555, newest_measurement_index: 11659, sent_torque: -0.087937, measured_torque: -0.090271
joint id: 6, measured_angle: -0.058789, target_angle: 0.020097, newest_measurement_index: 11150, sent_torque: 0.324000, measured_torque: 0.002235
joint id: 7, measured_angle: -0.040434, target_angle: 0.038278, newest_measurement_index: 11216, sent_torque: 0.324000, measured_torque: 0.005661
joint id: 8, measured_angle: -0.000228, target_angle: -0.079498, newest_measurement_index: 11216, sent_torque: -0.236909, measured_torque: 0.002057
joint id: 0, measured_angle: -0.000716, target_angle: 0.078784, newest_measurement_index: 11404, sent_torque: 0.237600, measured_torque: 0.003424
joint id: 1, measured_angle: 0.107200, target_angle: 0.186735, newest_measurement_index: 11460, sent_torque: 0.237705, measured_torque: -0.008535
joint id: 2, measured_angle: -0.003401, target_angle: -0.082762, newest_measurement_index: 11460, sent_torque: -0.237182, measured_torque: 0.002667
joint id: 3, measured_angle: 0.049656, target_angle: 0.077528, newest_measurement_index: 11567, sent_torque: 0.078382, measured_torque: 0.087924
joint id: 4, measured_angle: -0.065037, target_angle: -0.027835, newest_measurement_index: 11660, sent_torque: 0.110000, measured_torque: 0.108831
joint id: 5, measured_angle: -0.049919, target_angle: -0.081855, newest_measurement_index: 11660, sent_torque: -0.085249, measured_torque: -0.088445
joint id: 6, measured_angle: -0.058789, target_angle: 0.020397, newest_measurement_index: 11152, sent_torque: 0.324000, measured_torque: 0.014780
joint id: 7, measured_angle: -0.040434, target_angle: 0.038578, newest_measurement_index: 11217, sent_torque: 0.324000, measured_torque: 0.005082
joint id: 8, measured_angle: -0.000228, target_angle: -0.079798, newest_measurement_index: 11217, sent_torque: -0.237809, measured_torque: 0.000563
joint id: 0, measured_angle: -0.000716, target_angle: 0.079084, newest_measurement_index: 11406, sent_torque: 0.238500, measured_torque: 0.005696
joint id: 1, measured_angle: 0.107200, target_angle: 0.187035, newest_measurement_index: 11461, sent_torque: 0.238605, measured_torque: -0.015317
joint id: 2, measured_angle: -0.003401, target_angle: -0.083062, newest_measurement_index: 11461, sent_torque: -0.238082, measured_torque: 0.006255
joint id: 3, measured_angle: 0.049551, target_angle: 0.077828, newest_measurement_index: 11568, sent_torque: 0.081857, measured_torque: 0.082755
joint id: 4, measured_angle: -0.064967, target_angle: -0.027535, newest_measurement_index: 11661, sent_torque: 0.110493, measured_torque: 0.105175
joint id: 5, measured_angle: -0.050651, target_angle: -0.082155, newest_measurement_index: 11661, sent_torque: -0.084488, measured_torque: -0.078882
joint id: 6, measured_angle: -0.058789, target_angle: 0.020697, newest_measurement_index: 11152, sent_torque: 0.324000, measured_torque: 0.014780
joint id: 7, measured_angle: -0.040434, target_angle: 0.038878, newest_measurement_index: 11218, sent_torque: 0.324000, measured_torque: 0.005314
joint id: 8, measured_angle: -0.000228, target_angle: -0.080098, newest_measurement_index: 11218, sent_torque: -0.238709, measured_torque: 0.006747
joint id: 0, measured_angle: -0.000716, target_angle: 0.079384, newest_measurement_index: 11407, sent_torque: 0.239400, measured_torque: 0.006479
joint id: 1, measured_angle: 0.107200, target_angle: 0.187335, newest_measurement_index: 11462, sent_torque: 0.239505, measured_torque: -0.002134
joint id: 2, measured_angle: -0.003436, target_angle: -0.083362, newest_measurement_index: 11462, sent_torque: -0.238982, measured_torque: -0.001715
joint id: 3, measured_angle: 0.049377, target_angle: 0.078128, newest_measurement_index: 11569, sent_torque: 0.084734, measured_torque: 0.089881
joint id: 4, measured_angle: -0.064828, target_angle: -0.027235, newest_measurement_index: 11662, sent_torque: 0.111330, measured_torque: 0.115528
joint id: 5, measured_angle: -0.051314, target_angle: -0.082455, newest_measurement_index: 11662, sent_torque: -0.083442, measured_torque: -0.085142
joint id: 6, measured_angle: -0.058789, target_angle: 0.020997, newest_measurement_index: 11153, sent_torque: 0.324000, measured_torque: 0.003184
joint id: 7, measured_angle: -0.040434, target_angle: 0.039178, newest_measurement_index: 11219, sent_torque: 0.324000, measured_torque: -0.000588
joint id: 8, measured_angle: -0.000228, target_angle: -0.080398, newest_measurement_index: 11219, sent_torque: -0.239609, measured_torque: 0.005424
joint id: 0, measured_angle: -0.000716, target_angle: 0.079684, newest_measurement_index: 11407, sent_torque: 0.240300, measured_torque: 0.006479
joint id: 1, measured_angle: 0.107200, target_angle: 0.187635, newest_measurement_index: 11464, sent_torque: 0.240405, measured_torque: -0.005771
joint id: 2, measured_angle: -0.003471, target_angle: -0.083662, newest_measurement_index: 11464, sent_torque: -0.239668, measured_torque: -0.007759
joint id: 3, measured_angle: 0.049098, target_angle: 0.078428, newest_measurement_index: 11570, sent_torque: 0.088380, measured_torque: 0.089067
joint id: 4, measured_angle: -0.064688, target_angle: -0.026935, newest_measurement_index: 11663, sent_torque: 0.111019, measured_torque: 0.112777
joint id: 5, measured_angle: -0.051942, target_angle: -0.082755, newest_measurement_index: 11663, sent_torque: -0.083509, measured_torque: -0.088587
joint id: 6, measured_angle: -0.058789, target_angle: 0.021297, newest_measurement_index: 11154, sent_torque: 0.324000, measured_torque: 0.003184
joint id: 7, measured_angle: -0.040434, target_angle: 0.039478, newest_measurement_index: 11220, sent_torque: 0.324000, measured_torque: 0.000893
joint id: 8, measured_angle: -0.000228, target_angle: -0.080698, newest_measurement_index: 11220, sent_torque: -0.240509, measured_torque: 0.003208
joint id: 0, measured_angle: -0.000716, target_angle: 0.079984, newest_measurement_index: 11408, sent_torque: 0.241200, measured_torque: -0.003729
joint id: 1, measured_angle: 0.107200, target_angle: 0.187935, newest_measurement_index: 11465, sent_torque: 0.241305, measured_torque: 0.002375
joint id: 2, measured_angle: -0.003471, target_angle: -0.083962, newest_measurement_index: 11465, sent_torque: -0.240567, measured_torque: 0.005171
joint id: 3, measured_angle: 0.048854, target_angle: 0.078728, newest_measurement_index: 11571, sent_torque: 0.090862, measured_torque: 0.091563
joint id: 4, measured_angle: -0.064584, target_angle: -0.026635, newest_measurement_index: 11664, sent_torque: 0.111307, measured_torque: 0.112339
