joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 0, measured_angle: -0.002355, target_angle: 0.116110, newest_measurement_index: 11204, sent_torque: 0.324000, measured_torque: 0.002212
joint id: 1, measured_angle: -0.116750, target_angle: 0.001645, newest_measurement_index: 11342, sent_torque: 0.324000, measured_torque: 0.009314
joint id: 2, measured_angle: -0.002495, target_angle: -0.120751, newest_measurement_index: 11342, sent_torque: -0.324000, measured_torque: -0.006598
joint id: 3, measured_angle: 0.076193, target_angle: 0.129396, newest_measurement_index: 11581, sent_torque: 0.156519, measured_torque: 0.151545
joint id: 4, measured_angle: 0.058878, target_angle: 0.116424, newest_measurement_index: 11632, sent_torque: 0.168976, measured_torque: 0.162178
joint id: 5, measured_angle: -0.083274, target_angle: -0.120053, newest_measurement_index: 11632, sent_torque: -0.106294, measured_torque: -0.110854
joint id: 6, measured_angle: -0.000926, target_angle: 0.117400, newest_measurement_index: 11139, sent_torque: 0.324000, measured_torque: 0.008035
joint id: 7, measured_angle: -0.108188, target_angle: 0.009440, newest_measurement_index: 11190, sent_torque: 0.324000, measured_torque: 0.003885
joint id: 8, measured_angle: -0.000263, target_angle: -0.118833, newest_measurement_index: 11190, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.116410, newest_measurement_index: 11206, sent_torque: 0.324000, measured_torque: 0.002463
joint id: 1, measured_angle: -0.116750, target_angle: 0.001945, newest_measurement_index: 11344, sent_torque: 0.324000, measured_torque: 0.005730
joint id: 2, measured_angle: -0.002495, target_angle: -0.121051, newest_measurement_index: 11344, sent_torque: -0.324000, measured_torque: -0.011705
joint id: 3, measured_angle: 0.076576, target_angle: 0.129696, newest_measurement_index: 11582, sent_torque: 0.154621, measured_torque: 0.150163
joint id: 4, measured_angle: 0.059122, target_angle: 0.116724, newest_measurement_index: 11633, sent_torque: 0.169730, measured_torque: 0.167638
joint id: 5, measured_angle: -0.083588, target_angle: -0.120353, newest_measurement_index: 11633, sent_torque: -0.105964, measured_torque: -0.106988
joint id: 6, measured_angle: -0.000926, target_angle: 0.117700, newest_measurement_index: 11139, sent_torque: 0.324000, measured_torque: 0.008035
joint id: 7, measured_angle: -0.108188, target_angle: 0.009740, newest_measurement_index: 11190, sent_torque: 0.324000, measured_torque: 0.003885
joint id: 8, measured_angle: -0.000263, target_angle: -0.119133, newest_measurement_index: 11190, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.116710, newest_measurement_index: 11206, sent_torque: 0.324000, measured_torque: 0.002463
joint id: 1, measured_angle: -0.116750, target_angle: 0.002245, newest_measurement_index: 11345, sent_torque: 0.324000, measured_torque: -0.009834
joint id: 2, measured_angle: -0.002495, target_angle: -0.121351, newest_measurement_index: 11345, sent_torque: -0.324000, measured_torque: -0.005793
joint id: 3, measured_angle: 0.077029, target_angle: 0.129996, newest_measurement_index: 11583, sent_torque: 0.153389, measured_torque: 0.151785
joint id: 4, measured_angle: 0.059401, target_angle: 0.117024, newest_measurement_index: 11634, sent_torque: 0.169226, measured_torque: 0.151768
joint id: 5, measured_angle: -0.083902, target_angle: -0.120653, newest_measurement_index: 11634, sent_torque: -0.105604, measured_torque: -0.097987
joint id: 6, measured_angle: -0.000926, target_angle: 0.118000, newest_measurement_index: 11140, sent_torque: 0.324000, measured_torque: -0.007464
joint id: 7, measured_angle: -0.108188, target_angle: 0.010040, newest_measurement_index: 11192, sent_torque: 0.324000, measured_torque: 0.002640
joint id: 8, measured_angle: -0.000263, target_angle: -0.119433, newest_measurement_index: 11192, sent_torque: -0.324000, measured_torque: 0.024023
joint id: 0, measured_angle: -0.002355, target_angle: 0.117010, newest_measurement_index: 11207, sent_torque: 0.324000, measured_torque: 0.001664
joint id: 1, measured_angle: -0.116750, target_angle: 0.002545, newest_measurement_index: 11345, sent_torque: 0.324000, measured_torque: -0.009834
joint id: 2, measured_angle: -0.002495, target_angle: -0.121651, newest_measurement_index: 11345, sent_torque: -0.324000, measured_torque: -0.005793
joint id: 3, measured_angle: 0.077587, target_angle: 0.130296, newest_measurement_index: 11584, sent_torque: 0.151967, measured_torque: 0.156252
joint id: 4, measured_angle: 0.059645, target_angle: 0.117324, newest_measurement_index: 11635, sent_torque: 0.168884, measured_torque: 0.177721
joint id: 5, measured_angle: -0.084251, target_angle: -0.120953, newest_measurement_index: 11635, sent_torque: -0.105547, measured_torque: -0.108363
joint id: 6, measured_angle: -0.000926, target_angle: 0.118300, newest_measurement_index: 11142, sent_torque: 0.324000, measured_torque: 0.017648
joint id: 7, measured_angle: -0.108188, target_angle: 0.010340, newest_measurement_index: 11193, sent_torque: 0.324000, measured_torque: 0.000152
joint id: 8, measured_angle: -0.000263, target_angle: -0.119733, newest_measurement_index: 11193, sent_torque: -0.324000, measured_torque: 0.006741
joint id: 0, measured_angle: -0.002355, target_angle: 0.117310, newest_measurement_index: 11209, sent_torque: 0.324000, measured_torque: 0.003011
joint id: 1, measured_angle: -0.116750, target_angle: 0.002845, newest_measurement_index: 11346, sent_torque: 0.324000, measured_torque: 0.002129
joint id: 2, measured_angle: -0.002495, target_angle: -0.121951, newest_measurement_index: 11346, sent_torque: -0.324000, measured_torque: -0.004713
joint id: 3, measured_angle: 0.078215, target_angle: 0.130596, newest_measurement_index: 11585, sent_torque: 0.149291, measured_torque: 0.149186
joint id: 4, measured_angle: 0.059889, target_angle: 0.117624, newest_measurement_index: 11636, sent_torque: 0.169550, measured_torque: 0.162133
joint id: 5, measured_angle: -0.084600, target_angle: -0.121253, newest_measurement_index: 11636, sent_torque: -0.104576, measured_torque: -0.107996
joint id: 6, measured_angle: -0.000926, target_angle: 0.118600, newest_measurement_index: 11142, sent_torque: 0.324000, measured_torque: 0.017648
joint id: 7, measured_angle: -0.108188, target_angle: 0.010640, newest_measurement_index: 11193, sent_torque: 0.324000, measured_torque: 0.000152
joint id: 8, measured_angle: -0.000263, target_angle: -0.120033, newest_measurement_index: 11193, sent_torque: -0.324000, measured_torque: 0.006741
joint id: 0, measured_angle: -0.002355, target_angle: 0.117610, newest_measurement_index: 11209, sent_torque: 0.324000, measured_torque: 0.003011
joint id: 1, measured_angle: -0.116750, target_angle: 0.003145, newest_measurement_index: 11347, sent_torque: 0.324000, measured_torque: 0.003328
joint id: 2, measured_angle: -0.002495, target_angle: -0.122251, newest_measurement_index: 11347, sent_torque: -0.324000, measured_torque: -0.005783
joint id: 3, measured_angle: 0.078947, target_angle: 0.130896, newest_measurement_index: 11586, sent_torque: 0.147738, measured_torque: 0.138856
joint id: 4, measured_angle: 0.060098, target_angle: 0.117924, newest_measurement_index: 11637, sent_torque: 0.169952, measured_torque: 0.172776
joint id: 5, measured_angle: -0.084983, target_angle: -0.121553, newest_measurement_index: 11637, sent_torque: -0.104626, measured_torque: -0.108217
joint id: 6, measured_angle: -0.000926, target_angle: 0.118900, newest_measurement_index: 11143, sent_torque: 0.324000, measured_torque: 0.014125
joint id: 7, measured_angle: -0.108188, target_angle: 0.010940, newest_measurement_index: 11194, sent_torque: 0.324000, measured_torque: 0.007205
joint id: 8, measured_angle: -0.000263, target_angle: -0.120333, newest_measurement_index: 11195, sent_torque: -0.324000, measured_torque: 0.004435
joint id: 0, measured_angle: -0.002355, target_angle: 0.117910, newest_measurement_index: 11210, sent_torque: 0.324000, measured_torque: -0.001944
joint id: 1, measured_angle: -0.116750, target_angle: 0.003445, newest_measurement_index: 11347, sent_torque: 0.324000, measured_torque: 0.003328
joint id: 2, measured_angle: -0.002495, target_angle: -0.122551, newest_measurement_index: 11347, sent_torque: -0.324000, measured_torque: -0.005783
joint id: 3, measured_angle: 0.079784, target_angle: 0.131196, newest_measurement_index: 11587, sent_torque: 0.144953, measured_torque: 0.140031
joint id: 4, measured_angle: 0.060307, target_angle: 0.118224, newest_measurement_index: 11638, sent_torque: 0.170431, measured_torque: 0.168156
joint id: 5, measured_angle: -0.085367, target_angle: -0.121853, newest_measurement_index: 11638, sent_torque: -0.104040, measured_torque: -0.107806
joint id: 6, measured_angle: -0.000926, target_angle: 0.119200, newest_measurement_index: 11145, sent_torque: 0.324000, measured_torque: -0.002718
joint id: 7, measured_angle: -0.108188, target_angle: 0.011240, newest_measurement_index: 11196, sent_torque: 0.324000, measured_torque: 0.004510
joint id: 8, measured_angle: -0.000263, target_angle: -0.120633, newest_measurement_index: 11196, sent_torque: -0.324000, measured_torque: 0.006741
joint id: 0, measured_angle: -0.002355, target_angle: 0.118210, newest_measurement_index: 11210, sent_torque: 0.324000, measured_torque: -0.001944
joint id: 1, measured_angle: -0.116750, target_angle: 0.003745, newest_measurement_index: 11348, sent_torque: 0.324000, measured_torque: 0.010506
joint id: 2, measured_angle: -0.002495, target_angle: -0.122851, newest_measurement_index: 11348, sent_torque: -0.324000, measured_torque: -0.007806
joint id: 3, measured_angle: 0.080761, target_angle: 0.131496, newest_measurement_index: 11588, sent_torque: 0.141946, measured_torque: 0.134384
joint id: 4, measured_angle: 0.060482, target_angle: 0.118524, newest_measurement_index: 11639, sent_torque: 0.170796, measured_torque: 0.174437
joint id: 5, measured_angle: -0.085785, target_angle: -0.122153, newest_measurement_index: 11639, sent_torque: -0.103964, measured_torque: -0.105333
joint id: 6, measured_angle: -0.000926, target_angle: 0.119500, newest_measurement_index: 11146, sent_torque: 0.324000, measured_torque: -0.008641
joint id: 7, measured_angle: -0.108188, target_angle: 0.011540, newest_measurement_index: 11197, sent_torque: 0.324000, measured_torque: 0.001602
joint id: 8, measured_angle: -0.000263, target_angle: -0.120933, newest_measurement_index: 11197, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.118510, newest_measurement_index: 11211, sent_torque: 0.324000, measured_torque: 0.000111
joint id: 1, measured_angle: -0.116750, target_angle: 0.004045, newest_measurement_index: 11349, sent_torque: 0.324000, measured_torque: -0.005041
joint id: 2, measured_angle: -0.002495, target_angle: -0.123151, newest_measurement_index: 11349, sent_torque: -0.324000, measured_torque: -0.004438
joint id: 3, measured_angle: 0.081807, target_angle: 0.131796, newest_measurement_index: 11589, sent_torque: 0.137752, measured_torque: 0.131254
joint id: 4, measured_angle: 0.060656, target_angle: 0.118824, newest_measurement_index: 11640, sent_torque: 0.171499, measured_torque: 0.169978
joint id: 5, measured_angle: -0.086204, target_angle: -0.122453, newest_measurement_index: 11640, sent_torque: -0.102676, measured_torque: -0.108757
joint id: 6, measured_angle: -0.000926, target_angle: 0.119800, newest_measurement_index: 11146, sent_torque: 0.324000, measured_torque: -0.008641
joint id: 7, measured_angle: -0.108188, target_angle: 0.011840, newest_measurement_index: 11198, sent_torque: 0.324000, measured_torque: 0.006270
joint id: 8, measured_angle: -0.000263, target_angle: -0.121233, newest_measurement_index: 11198, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.118810, newest_measurement_index: 11212, sent_torque: 0.324000, measured_torque: -0.002995
joint id: 1, measured_angle: -0.116750, target_angle: 0.004345, newest_measurement_index: 11349, sent_torque: 0.324000, measured_torque: -0.005041
joint id: 2, measured_angle: -0.002495, target_angle: -0.123451, newest_measurement_index: 11349, sent_torque: -0.324000, measured_torque: -0.004438
joint id: 3, measured_angle: 0.082888, target_angle: 0.132096, newest_measurement_index: 11590, sent_torque: 0.133655, measured_torque: 0.137602
joint id: 4, measured_angle: 0.060796, target_angle: 0.119124, newest_measurement_index: 11641, sent_torque: 0.171923, measured_torque: 0.171932
joint id: 5, measured_angle: -0.086587, target_angle: -0.122753, newest_measurement_index: 11641, sent_torque: -0.102003, measured_torque: -0.106068
joint id: 6, measured_angle: -0.000926, target_angle: 0.120100, newest_measurement_index: 11148, sent_torque: 0.324000, measured_torque: 0.003311
joint id: 7, measured_angle: -0.108188, target_angle: 0.012140, newest_measurement_index: 11199, sent_torque: 0.324000, measured_torque: 0.003885
joint id: 8, measured_angle: -0.000263, target_angle: -0.121533, newest_measurement_index: 11199, sent_torque: -0.324000, measured_torque: 0.005750
joint id: 0, measured_angle: -0.002355, target_angle: 0.119110, newest_measurement_index: 11214, sent_torque: 0.324000, measured_torque: -0.000391
joint id: 1, measured_angle: -0.116750, target_angle: 0.004645, newest_measurement_index: 11351, sent_torque: 0.324000, measured_torque: 0.002129
joint id: 2, measured_angle: -0.002495, target_angle: -0.123751, newest_measurement_index: 11351, sent_torque: -0.324000, measured_torque: -0.006461
joint id: 3, measured_angle: 0.083969, target_angle: 0.132396, newest_measurement_index: 11591, sent_torque: 0.131443, measured_torque: 0.140016
joint id: 4, measured_angle: 0.060900, target_angle: 0.119424, newest_measurement_index: 11642, sent_torque: 0.172954, measured_torque: 0.173007
joint id: 5, measured_angle: -0.087006, target_angle: -0.123053, newest_measurement_index: 11642, sent_torque: -0.102654, measured_torque: -0.105933
joint id: 6, measured_angle: -0.000926, target_angle: 0.120400, newest_measurement_index: 11148, sent_torque: 0.324000, measured_torque: 0.003311
joint id: 7, measured_angle: -0.108188, target_angle: 0.012440, newest_measurement_index: 11200, sent_torque: 0.324000, measured_torque: -0.000886
joint id: 8, measured_angle: -0.000263, target_angle: -0.121833, newest_measurement_index: 11200, sent_torque: -0.324000, measured_torque: 0.009372
joint id: 0, measured_angle: -0.002355, target_angle: 0.119410, newest_measurement_index: 11214, sent_torque: 0.324000, measured_torque: -0.000391
joint id: 1, measured_angle: -0.116750, target_angle: 0.004945, newest_measurement_index: 11352, sent_torque: 0.324000, measured_torque: 0.010501
joint id: 2, measured_angle: -0.002495, target_angle: -0.124051, newest_measurement_index: 11352, sent_torque: -0.324000, measured_torque: -0.013590
joint id: 3, measured_angle: 0.084945, target_angle: 0.132696, newest_measurement_index: 11592, sent_torque: 0.129105, measured_torque: 0.139985
joint id: 4, measured_angle: 0.061040, target_angle: 0.119724, newest_measurement_index: 11643, sent_torque: 0.173546, measured_torque: 0.180943
joint id: 5, measured_angle: -0.087389, target_angle: -0.123353, newest_measurement_index: 11643, sent_torque: -0.101698, measured_torque: -0.102404
joint id: 6, measured_angle: -0.000926, target_angle: 0.120700, newest_measurement_index: 11149, sent_torque: 0.324000, measured_torque: 0.010488
joint id: 7, measured_angle: -0.108188, target_angle: 0.012740, newest_measurement_index: 11201, sent_torque: 0.324000, measured_torque: 0.003885
joint id: 8, measured_angle: -0.000263, target_angle: -0.122133, newest_measurement_index: 11201, sent_torque: -0.324000, measured_torque: 0.006741
joint id: 0, measured_angle: -0.002355, target_angle: 0.119710, newest_measurement_index: 11215, sent_torque: 0.324000, measured_torque: 0.003765
joint id: 1, measured_angle: -0.116750, target_angle: 0.005245, newest_measurement_index: 11352, sent_torque: 0.324000, measured_torque: 0.010501
joint id: 2, measured_angle: -0.002495, target_angle: -0.124351, newest_measurement_index: 11352, sent_torque: -0.324000, measured_torque: -0.013590
joint id: 3, measured_angle: 0.085782, target_angle: 0.132996, newest_measurement_index: 11593, sent_torque: 0.129419, measured_torque: 0.135700
joint id: 4, measured_angle: 0.061144, target_angle: 0.120024, newest_measurement_index: 11644, sent_torque: 0.174256, measured_torque: 0.166287
joint id: 5, measured_angle: -0.087773, target_angle: -0.123653, newest_measurement_index: 11644, sent_torque: -0.102359, measured_torque: -0.107657
joint id: 6, measured_angle: -0.000926, target_angle: 0.121000, newest_measurement_index: 11151, sent_torque: 0.324000, measured_torque: -0.000243
joint id: 7, measured_angle: -0.108188, target_angle: 0.013040, newest_measurement_index: 11202, sent_torque: 0.324000, measured_torque: -0.001924
joint id: 8, measured_angle: -0.000263, target_angle: -0.122433, newest_measurement_index: 11202, sent_torque: -0.324000, measured_torque: 0.001966
joint id: 0, measured_angle: -0.002355, target_angle: 0.120010, newest_measurement_index: 11215, sent_torque: 0.324000, measured_torque: 0.003765
joint id: 1, measured_angle: -0.116750, target_angle: 0.005545, newest_measurement_index: 11353, sent_torque: 0.324000, measured_torque: 0.005725
joint id: 2, measured_angle: -0.002495, target_angle: -0.124651, newest_measurement_index: 11353, sent_torque: -0.324000, measured_torque: -0.004850
joint id: 3, measured_angle: 0.086479, target_angle: 0.133296, newest_measurement_index: 11594, sent_torque: 0.129783, measured_torque: 0.137898
joint id: 4, measured_angle: 0.061284, target_angle: 0.120324, newest_measurement_index: 11645, sent_torque: 0.174622, measured_torque: 0.166352
joint id: 5, measured_angle: -0.088156, target_angle: -0.123953, newest_measurement_index: 11645, sent_torque: -0.102196, measured_torque: -0.104357
joint id: 6, measured_angle: -0.000891, target_angle: 0.121300, newest_measurement_index: 11152, sent_torque: 0.324000, measured_torque: 0.003273
joint id: 7, measured_angle: -0.108188, target_angle: 0.013340, newest_measurement_index: 11203, sent_torque: 0.324000, measured_torque: 0.002537
joint id: 8, measured_angle: -0.000263, target_angle: -0.122733, newest_measurement_index: 11203, sent_torque: -0.324000, measured_torque: 0.010283
joint id: 0, measured_angle: -0.002355, target_angle: 0.120310, newest_measurement_index: 11217, sent_torque: 0.324000, measured_torque: -0.007289
joint id: 1, measured_angle: -0.116750, target_angle: 0.005845, newest_measurement_index: 11354, sent_torque: 0.324000, measured_torque: 0.006915
joint id: 2, measured_angle: -0.002495, target_angle: -0.124951, newest_measurement_index: 11354, sent_torque: -0.324000, measured_torque: -0.013188
joint id: 3, measured_angle: 0.087037, target_angle: 0.133596, newest_measurement_index: 11595, sent_torque: 0.130684, measured_torque: 0.137718
joint id: 4, measured_angle: 0.061388, target_angle: 0.120624, newest_measurement_index: 11646, sent_torque: 0.175289, measured_torque: 0.178554
joint id: 5, measured_angle: -0.088505, target_angle: -0.124253, newest_measurement_index: 11646, sent_torque: -0.101280, measured_torque: -0.100212
joint id: 6, measured_angle: -0.000891, target_angle: 0.121600, newest_measurement_index: 11152, sent_torque: 0.324000, measured_torque: 0.003273
joint id: 7, measured_angle: -0.108188, target_angle: 0.013640, newest_measurement_index: 11203, sent_torque: 0.324000, measured_torque: 0.002847
joint id: 8, measured_angle: -0.000263, target_angle: -0.123033, newest_measurement_index: 11203, sent_torque: -0.324000, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.120610, newest_measurement_index: 11217, sent_torque: 0.324000, measured_torque: -0.007289
joint id: 1, measured_angle: -0.116750, target_angle: 0.006145, newest_measurement_index: 11355, sent_torque: 0.324000, measured_torque: -0.002660
joint id: 2, measured_angle: -0.002495, target_angle: -0.125251, newest_measurement_index: 11355, sent_torque: -0.324000, measured_torque: -0.010232
joint id: 3, measured_angle: 0.087491, target_angle: 0.133896, newest_measurement_index: 11596, sent_torque: 0.131537, measured_torque: 0.133115
joint id: 4, measured_angle: 0.061528, target_angle: 0.120924, newest_measurement_index: 11647, sent_torque: 0.176054, measured_torque: 0.173512
joint id: 5, measured_angle: -0.088854, target_angle: -0.124553, newest_measurement_index: 11647, sent_torque: -0.101646, measured_torque: -0.103957
joint id: 6, measured_angle: -0.000891, target_angle: 0.121900, newest_measurement_index: 11153, sent_torque: 0.324000, measured_torque: 0.003372
joint id: 7, measured_angle: -0.108188, target_angle: 0.013940, newest_measurement_index: 11205, sent_torque: 0.324000, measured_torque: -0.000680
joint id: 8, measured_angle: -0.000263, target_angle: -0.123333, newest_measurement_index: 11205, sent_torque: -0.324000, measured_torque: 0.024184
joint id: 0, measured_angle: -0.002355, target_angle: 0.120910, newest_measurement_index: 11218, sent_torque: 0.324000, measured_torque: 0.002166
joint id: 1, measured_angle: -0.116750, target_angle: 0.006445, newest_measurement_index: 11355, sent_torque: 0.324000, measured_torque: -0.002660
joint id: 2, measured_angle: -0.002495, target_angle: -0.125551, newest_measurement_index: 11355, sent_torque: -0.324000, measured_torque: -0.010232
joint id: 3, measured_angle: 0.087874, target_angle: 0.134196, newest_measurement_index: 11597, sent_torque: 0.132905, measured_torque: 0.139106
joint id: 4, measured_angle: 0.061632, target_angle: 0.121224, newest_measurement_index: 11648, sent_torque: 0.175871, measured_torque: 0.173140
joint id: 5, measured_angle: -0.089168, target_angle: -0.124853, newest_measurement_index: 11648, sent_torque: -0.101195, measured_torque: -0.102603
joint id: 6, measured_angle: -0.000891, target_angle: 0.122200, newest_measurement_index: 11155, sent_torque: 0.324000, measured_torque: 0.003296
joint id: 7, measured_angle: -0.108188, target_angle: 0.014240, newest_measurement_index: 11206, sent_torque: 0.324000, measured_torque: 0.004194
joint id: 8, measured_angle: -0.000263, target_angle: -0.123633, newest_measurement_index: 11206, sent_torque: -0.324000, measured_torque: 0.003119
joint id: 0, measured_angle: -0.002355, target_angle: 0.121210, newest_measurement_index: 11218, sent_torque: 0.324000, measured_torque: 0.002166
joint id: 1, measured_angle: -0.116750, target_angle: 0.006745, newest_measurement_index: 11356, sent_torque: 0.324000, measured_torque: 0.008117
joint id: 2, measured_angle: -0.002495, target_angle: -0.125851, newest_measurement_index: 11356, sent_torque: -0.324000, measured_torque: -0.005793
joint id: 3, measured_angle: 0.088188, target_angle: 0.134496, newest_measurement_index: 11598, sent_torque: 0.133526, measured_torque: 0.133873
joint id: 4, measured_angle: 0.061772, target_angle: 0.121524, newest_measurement_index: 11649, sent_torque: 0.177323, measured_torque: 0.182189
joint id: 5, measured_angle: -0.089481, target_angle: -0.125153, newest_measurement_index: 11649, sent_torque: -0.102292, measured_torque: -0.099108
joint id: 6, measured_angle: -0.000891, target_angle: 0.122500, newest_measurement_index: 11156, sent_torque: 0.324000, measured_torque: 0.006888
joint id: 7, measured_angle: -0.108188, target_angle: 0.014540, newest_measurement_index: 11207, sent_torque: 0.324000, measured_torque: 0.001499
joint id: 8, measured_angle: -0.000263, target_angle: -0.123933, newest_measurement_index: 11207, sent_torque: -0.324000, measured_torque: 0.005507
joint id: 0, measured_angle: -0.002355, target_angle: 0.121510, newest_measurement_index: 11220, sent_torque: 0.324000, measured_torque: 0.005113
joint id: 1, measured_angle: -0.116750, target_angle: 0.007045, newest_measurement_index: 11357, sent_torque: 0.324000, measured_torque: -0.002648
joint id: 2, measured_angle: -0.002495, target_angle: -0.126151, newest_measurement_index: 11357, sent_torque: -0.324000, measured_torque: -0.012520
joint id: 3, measured_angle: 0.088537, target_angle: 0.134796, newest_measurement_index: 11599, sent_torque: 0.134432, measured_torque: 0.131662
joint id: 4, measured_angle: 0.061877, target_angle: 0.121824, newest_measurement_index: 11650, sent_torque: 0.177479, measured_torque: 0.176218
joint id: 5, measured_angle: -0.089726, target_angle: -0.125453, newest_measurement_index: 11650, sent_torque: -0.102305, measured_torque: -0.095546
joint id: 6, measured_angle: -0.000891, target_angle: 0.122800, newest_measurement_index: 11156, sent_torque: 0.324000, measured_torque: 0.003311
joint id: 7, measured_angle: -0.108188, target_angle: 0.014840, newest_measurement_index: 11208, sent_torque: 0.324000, measured_torque: 0.005129
joint id: 8, measured_angle: -0.000263, target_angle: -0.124233, newest_measurement_index: 11208, sent_torque: -0.324000, measured_torque: 0.006419
joint id: 0, measured_angle: -0.002355, target_angle: 0.121810, newest_measurement_index: 11220, sent_torque: 0.324000, measured_torque: 0.005113
joint id: 1, measured_angle: -0.116750, target_angle: 0.007345, newest_measurement_index: 11358, sent_torque: 0.324000, measured_torque: 0.003336
joint id: 2, measured_angle: -0.002495, target_angle: -0.126451, newest_measurement_index: 11358, sent_torque: -0.324000, measured_torque: -0.006726
joint id: 3, measured_angle: 0.088886, target_angle: 0.135096, newest_measurement_index: 11600, sent_torque: 0.133607, measured_torque: 0.142713
joint id: 4, measured_angle: 0.061946, target_angle: 0.122124, newest_measurement_index: 11651, sent_torque: 0.178359, measured_torque: 0.175379
joint id: 5, measured_angle: -0.089970, target_angle: -0.125753, newest_measurement_index: 11651, sent_torque: -0.103301, measured_torque: -0.100923
joint id: 6, measured_angle: -0.000891, target_angle: 0.123100, newest_measurement_index: 11157, sent_torque: 0.324000, measured_torque: 0.003311
joint id: 7, measured_angle: -0.108188, target_angle: 0.015140, newest_measurement_index: 11209, sent_torque: 0.324000, measured_torque: 0.002744
joint id: 8, measured_angle: -0.000263, target_angle: -0.124533, newest_measurement_index: 11209, sent_torque: -0.324000, measured_torque: 0.004354
joint id: 0, measured_angle: -0.002355, target_angle: 0.122110, newest_measurement_index: 11221, sent_torque: 0.324000, measured_torque: 0.002760
joint id: 1, measured_angle: -0.116750, target_angle: 0.007645, newest_measurement_index: 11360, sent_torque: 0.324000, measured_torque: 0.009314
joint id: 2, measured_angle: -0.002495, target_angle: -0.126751, newest_measurement_index: 11360, sent_torque: -0.324000, measured_torque: -0.004713
joint id: 3, measured_angle: 0.089269, target_angle: 0.135396, newest_measurement_index: 11601, sent_torque: 0.133268, measured_torque: 0.133687
joint id: 4, measured_angle: 0.062016, target_angle: 0.122424, newest_measurement_index: 11652, sent_torque: 0.179291, measured_torque: 0.185605
joint id: 5, measured_angle: -0.090179, target_angle: -0.126053, newest_measurement_index: 11652, sent_torque: -0.104182, measured_torque: -0.105387
joint id: 6, measured_angle: -0.000891, target_angle: 0.123400, newest_measurement_index: 11159, sent_torque: 0.324000, measured_torque: 0.018886
joint id: 7, measured_angle: -0.108188, target_angle: 0.015440, newest_measurement_index: 11210, sent_torque: 0.324000, measured_torque: 0.002744
joint id: 8, measured_angle: -0.000263, target_angle: -0.124833, newest_measurement_index: 11210, sent_torque: -0.324000, measured_torque: 0.001966
joint id: 0, measured_angle: -0.002355, target_angle: 0.122410, newest_measurement_index: 11223, sent_torque: 0.324000, measured_torque: 0.001161
joint id: 1, measured_angle: -0.116750, target_angle: 0.007945, newest_measurement_index: 11360, sent_torque: 0.324000, measured_torque: 0.009314
joint id: 2, measured_angle: -0.002495, target_angle: -0.127051, newest_measurement_index: 11360, sent_torque: -0.324000, measured_torque: -0.004713
joint id: 3, measured_angle: 0.089722, target_angle: 0.135696, newest_measurement_index: 11602, sent_torque: 0.132125, measured_torque: 0.129146
joint id: 4, measured_angle: 0.062051, target_angle: 0.122724, newest_measurement_index: 11653, sent_torque: 0.180095, measured_torque: 0.189344
joint id: 5, measured_angle: -0.090353, target_angle: -0.126353, newest_measurement_index: 11653, sent_torque: -0.104716, measured_torque: -0.108179
joint id: 6, measured_angle: -0.000891, target_angle: 0.123700, newest_measurement_index: 11159, sent_torque: 0.324000, measured_torque: 0.018886
joint id: 7, measured_angle: -0.108188, target_angle: 0.015740, newest_measurement_index: 11211, sent_torque: 0.324000, measured_torque: 0.003575
joint id: 8, measured_angle: -0.000263, target_angle: -0.125133, newest_measurement_index: 11211, sent_torque: -0.324000, measured_torque: 0.004273
joint id: 0, measured_angle: -0.002355, target_angle: 0.122710, newest_measurement_index: 11223, sent_torque: 0.324000, measured_torque: 0.001161
joint id: 1, measured_angle: -0.116750, target_angle: 0.008245, newest_measurement_index: 11361, sent_torque: 0.324000, measured_torque: 0.004532
joint id: 2, measured_angle: -0.002495, target_angle: -0.127351, newest_measurement_index: 11361, sent_torque: -0.324000, measured_torque: -0.013855
joint id: 3, measured_angle: 0.090245, target_angle: 0.135996, newest_measurement_index: 11603, sent_torque: 0.130736, measured_torque: 0.133471
joint id: 4, measured_angle: 0.062086, target_angle: 0.123024, newest_measurement_index: 11654, sent_torque: 0.181741, measured_torque: 0.199204
joint id: 5, measured_angle: -0.090493, target_angle: -0.126653, newest_measurement_index: 11654, sent_torque: -0.105530, measured_torque: -0.094139
joint id: 6, measured_angle: -0.000891, target_angle: 0.124000, newest_measurement_index: 11160, sent_torque: 0.324000, measured_torque: 0.016494
joint id: 7, measured_angle: -0.108188, target_angle: 0.016040, newest_measurement_index: 11212, sent_torque: 0.324000, measured_torque: 0.005438
joint id: 8, measured_angle: -0.000263, target_angle: -0.125433, newest_measurement_index: 11212, sent_torque: -0.324000, measured_torque: 0.007895
